"Herb names (Chinese, English)",MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OB value,Caco2 value,DL value,HL value,Total
ÇàÝï£¨Sweet Wormwood Herb£©£¨Sweet Wormwood Herb£©,MOL007448,194.3,2.2,0,2,34.93,1.3,1.53,0.08,0.26,-7.49,TRUE,TRUE,FALSE,FALSE,FALSE
Ì«×Ó²Î£¨Heterophylly Falsestarwort Root£©£¨Heterophylly Falsestarwort Root£©,MOL011383,191.2,1.9,1,3,47.27,0.96,0.93,0.06,0.13,-7.38,TRUE,TRUE,FALSE,FALSE,FALSE
À×¹«ÌÙ£¨Root Leaf or Flower of Common Threewingnut£©,MOL003208,369.51,1.39,2,6,72.94,0.65,-0.16,0.44,0.26,-7.21,TRUE,TRUE,TRUE,FALSE,FALSE
ÂíÇ®×Ó£¨Nux Vomica£©£¨Nux Vomica£©,MOL003319,151.15,0.52,1,3,41.89,0.05,0.04,0.03,0.11,-7.05,TRUE,TRUE,FALSE,FALSE,FALSE
½ð·Ð²Ý£¨Inula Herb£©£¨Inula Herb£©,MOL003319,151.15,0.52,1,3,41.89,0.05,0.04,0.03,0.11,-7.05,TRUE,TRUE,FALSE,FALSE,FALSE
Á¬ÇÌ£¨Weeping Forsythia Capsule£©£¨Weeping Forsythia Capsule£©,MOL003319,151.15,0.52,1,3,41.89,0.05,0.04,0.03,0.11,-7.05,TRUE,TRUE,FALSE,FALSE,FALSE
°×ÏÊÆ¤(DenseFruit Pittany RootBark),MOL006258,232.3,3,0,3,35.96,1.13,1.09,0.13,0.25,-6.99,TRUE,TRUE,FALSE,FALSE,FALSE
¿àé¬Æ¤£¨Sichuan Chinaberry Bark£©,MOL006258,232.3,3,0,3,35.96,1.13,1.09,0.13,0.25,-6.99,TRUE,TRUE,FALSE,FALSE,FALSE
¹Ø»Æ°Ø(Amur CorkTree),MOL006410,616.77,3.21,2,11,35.59,-0.7,-1.69,0.51,0.28,-6.96,TRUE,FALSE,TRUE,FALSE,FALSE
°×ÏÊÆ¤(DenseFruit Pittany RootBark),MOL006272,424.49,0.47,4,9,55.52,-0.88,-1.28,0.62,0.24,-6.45,TRUE,FALSE,TRUE,FALSE,FALSE
ÂúÉ½ºì(Dahurian Rhododendron Leaf),MOL012426,190.36,4.55,0,0,46.93,1.82,2,0.07,0.25,-6.33,TRUE,TRUE,FALSE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©£¨Blackend Swallowwort Root£©,MOL006896,925.19,1.17,5,18,46.4,-1.94,-2.73,0.07,0.17,-6.29,TRUE,FALSE,FALSE,FALSE,FALSE
»Æ°Ø(Amur CorkTree),MOL002636,512.7,3.96,0,7,34.21,0.19,-0.51,0.82,0.29,-6.27,TRUE,TRUE,TRUE,FALSE,FALSE
¹áÖÚ£¨Shield-fern Rhizome£©£¨Shield-fern Rhizome£©,MOL002614,240.27,3.15,2,3,30.1,0.94,0.2,0.26,0.35,-6.1,TRUE,TRUE,TRUE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006916,749,2.51,3,13,60.05,-0.75,-1.52,0.2,0.17,-6.08,TRUE,FALSE,TRUE,FALSE,FALSE
»ÆÒ©×Ó(Air Potato),MOL009788,376.44,0.87,1,7,39.52,-0.01,-0.28,0.65,0.19,-6,TRUE,TRUE,TRUE,FALSE,FALSE
»ÆÒ©×Ó(Air Potato),MOL009789,362.41,0.62,2,7,65.87,-0.31,-0.53,0.6,0.24,-6,TRUE,TRUE,TRUE,FALSE,FALSE
ÒøÐÓÒ¶£¨Ginkgo Leaf£©£¨Ginkgo Leaf£©,MOL011579,232.35,3.51,0,2,38,1.21,1.29,0.1,0.24,-5.88,TRUE,TRUE,FALSE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006905,941.19,0.44,6,19,44.72,-2.27,-3.46,0.07,0.18,-5.81,TRUE,FALSE,FALSE,FALSE,FALSE
ÈýÀâ£¨Common Buried Tuber£©£¨Common Buried Tuber£©,MOL001299,194.2,1.12,2,4,32.52,0.32,0.01,0.06,0.1,-5.78,TRUE,TRUE,FALSE,FALSE,FALSE
ÁèÏö»¨£¨Trumpetcreeper Flower£©£¨Trumpetcreeper Flower£©,MOL012353,136.16,1.79,0,2,58.76,1.15,1.29,0.02,0.21,-5.73,TRUE,TRUE,FALSE,FALSE,FALSE
°×Êõ£¨White Atractylodes Rhizome£©£¨White Atractylodes Rhizome£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
°ëÏÄ£¨Pinellia Tuber£©£¨Pinellia Tuber£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
¹ÏÝä£¨Snakegourd Fruit£©£¨Snakegourd Fruit£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
ÜÍÊµ£¨Gordon Euryale Seed£©£¨Gordon Euryale Seed£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
µ¤²Î£¨Salvia Root£©£¨Salvia Root£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
Å£Ýò×Ó£¨Great Burdock Achene£©£¨Great Burdock Achene£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
É½Ò©£¨Common Yam Rhizome£©£¨Common Yam Rhizome£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
É½ÜïÝÇ£¨Asiatic Cornelian Cherry Fruit£©£¨Asiatic Cornelian Cherry Fruit£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
Ì´Ïã£¨Sandalwood£©£¨Sandalwood£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
ÌìóÃ»Æ£¨Tabasheer£©£¨Tabasheer£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
ÍÁÜòÜß£¨Poria£©£¨Glabrous Greenbrier Rhizome£©£¨Glabrous Greenbrier Rhizome£©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006912,364.43,1.06,3,7,42.34,-0.6,-1.21,0.39,0.25,-5.65,TRUE,FALSE,TRUE,FALSE,FALSE
»ÆÒ©×Ó(Air Potato),MOL007939,344.39,1.22,0,6,43.01,0.38,0.46,0.7,0.24,-5.4,TRUE,TRUE,TRUE,FALSE,FALSE
Â©Â«£¨Uniflower Swissentaury Root£©£¨Uniflower Swissentaury Root£©,MOL007939,344.39,1.22,0,6,43.01,0.38,0.46,0.7,0.24,-5.4,TRUE,TRUE,TRUE,FALSE,FALSE
Á¬ÇÌ£¨Weeping Forsythia Capsule£©,MOL003312,197.23,0.78,0,4,30.96,-0.11,-0.39,0.06,0.07,-5.37,TRUE,TRUE,FALSE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006887,344.44,1.85,2,5,47.35,0.06,-0.66,0.49,0.21,-5.33,TRUE,TRUE,TRUE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006918,779.03,2.18,3,14,59.4,-1,-1.86,0.19,0.16,-5.3,TRUE,FALSE,TRUE,FALSE,FALSE
ÎâÜïÝÇ(Medicinal Evodia Fruit),MOL003942,472.53,0.32,1,9,66.05,-0.58,-0.99,0.58,0.34,-4.99,TRUE,FALSE,TRUE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006899,763.03,2.92,2,13,52.62,-0.6,-1.39,0.2,0.16,-4.87,TRUE,FALSE,TRUE,FALSE,FALSE
ÁéÖ¥£¨Ganoderma£©£¨Ganoderma£©,MOL011155,190.36,4.44,0,0,44.8,1.85,2.1,0.07,0.25,-4.47,TRUE,TRUE,FALSE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006901,955.22,0.76,6,19,39.55,-1.93,-2.88,0.06,0.19,-4.46,TRUE,FALSE,FALSE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006886,939.17,1.05,5,19,41.93,-2.04,-3.04,0.07,0.19,-4.28,TRUE,FALSE,FALSE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006909,791.04,2.75,2,14,56.49,-0.78,-1.47,0.18,0.18,-4.22,TRUE,FALSE,FALSE,FALSE,FALSE
Âé»Æ£¨Ephedra£©£¨Ephedra£©,MOL010761,170.27,3.1,0,0,46.51,1.9,1.94,0.06,0.36,-4.03,TRUE,TRUE,FALSE,FALSE,FALSE
Ü¾Ý´£¨Cilantro£©£¨Cilantro£©,MOL012152,230.23,2.17,0,4,35.6,1.25,1.09,0.15,0.22,-4,TRUE,TRUE,FALSE,FALSE,FALSE
°×ÜÆ£¨Dahurian Angelica Root£©£¨Dahurian Angelica Root£©,MOL010530,138.28,4.03,0,0,39.71,1.83,1.97,0.01,0.3,-3.97,TRUE,TRUE,FALSE,FALSE,FALSE
çéçé»¨£¨Daidaihua£©£¨Daidaihua£©,MOL010530,138.28,4.03,0,0,39.71,1.83,1.97,0.01,0.3,-3.97,TRUE,TRUE,FALSE,FALSE,FALSE
Ç°ºú£¨Hogfennel Root£©,MOL013107,216.2,2.19,0,4,42.99,0.96,0.54,0.13,0.23,-3.89,TRUE,TRUE,FALSE,FALSE,FALSE
·À·ç£¨Divaricate Saposhnikovia Root£©£¨Divaricate Saposhnikovia Root£©,MOL004775,216.2,2.19,0,4,34.75,0.96,0.49,0.13,0.19,-3.86,TRUE,TRUE,FALSE,FALSE,FALSE
ÓíÖÝÂ©Â«£¨Uniflower Swissentaury Root£©£¨Uniflower Swissentaury Root£©,MOL012828,334.49,4.78,1,3,42.46,0.59,-0.01,0.2,0.19,-3.73,TRUE,TRUE,TRUE,FALSE,FALSE
ÌìÄÏÐÇ(Jackinthepulpit Tuber),MOL013148,148.17,2.17,0,2,48.17,1.66,1.85,0.03,0.02,-3.72,TRUE,TRUE,FALSE,FALSE,FALSE
ÄÏÉ³²Î£¨Fourleaf Ladybell Root£©£¨Fourleaf Ladybell Root£©,MOL003455,196.32,3.12,1,2,45.9,1.11,1.14,0.06,0.35,-3.66,TRUE,TRUE,FALSE,FALSE,FALSE
°×ÜÆ£¨Dahurian Angelica Root£©,MOL005806,304.32,1.72,2,6,39.99,0.05,-0.73,0.29,0.24,-3.66,TRUE,TRUE,TRUE,FALSE,FALSE
°×ÜÆ£¨Dahurian Angelica Root£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
±±É³²Î£¨Coastal Glehnia Root£©£¨Coastal Glehnia Root£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
×Ï»¨Ç°ºú£¨Hogfennel Root£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
éÙºì(Pummelo Peel),MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
ÏãÞ¸£¨Chinese Mosla£©£¨Chinese Mosla£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Éß´²×Ó£¨Common Chidium Fruit£©£¨Common Chidium Fruit£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Ì´Ïã£¨Sandalwood£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Ü¾Ý´£¨Cilantro£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
ÌìÉ½Ñ©Á«£¨Saussureae Involucratae Herba£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
è×Êµ(Immature Orange Fruit),MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
»¨½·£¨Pricklyash Peel£©£¨Pricklyash Peel£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Ð¡ÜîÏã£¨Fennel£©£¨Fennel£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Éú½ª£¨Fresh Ginger £©£¨Fresh Ginger £©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Ê¯ÝÅÆÑ£¨Grassleaf Sweetflag Rhizome£©£¨Grassleaf Sweetflag Rhizome£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
·À·ç£¨Divaricate Saposhnikovia Root£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
»¯éÙºì(Pummelo Peel),MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Âí³ÝÜÈ£¨Purslane Herb£©£¨Purslane Herb£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Ç°ºú£¨Hogfennel Root£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Ç¼»î£¨Incised Notopterygium Rhizome and Root£©£¨Incised Notopterygium Rhizome and Root£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
É£Ò¶£¨Mulberry Leaf£©£¨Mulberry Leaf£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
ÉÌÂ½£¨Pokeberry Root£©£¨Pokeberry Root£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
Ýï±¾£¨Chinese Ligusticum£©£¨Chinese Ligusticum£©,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,FALSE
ÈýÆß£¨Sanqi£©£¨Sanqi£©,MOL007492,112.24,3.45,0,0,47.59,1.79,2.15,0.01,0.2,-3.54,TRUE,TRUE,FALSE,FALSE,FALSE
èÛè½×Ó£¨Barbary Wolfberry Fruit£©,MOL009624,166.34,4.29,0,0,46.48,1.76,2.08,0.05,0.17,-3.54,TRUE,TRUE,FALSE,FALSE,FALSE
ÒæÄ¸²Ý£¨Motherwort Herb£©,MOL001441,145.19,-0.59,5,5,47.74,0.07,-0.28,0.02,0.27,-3.52,TRUE,TRUE,FALSE,FALSE,FALSE
´¹Åè²Ý£¨Stringy Stonecrop Herb£©£¨Stringy Stonecrop Herb£©,MOL002082,143.26,0.63,2,2,41.44,0.78,0.69,0.02,0.19,-3.52,TRUE,TRUE,FALSE,FALSE,FALSE
Ì´Ïã£¨Sandalwood£©,MOL007585,95.16,1.48,0,0,48.13,1.83,2.17,0.01,0.08,-3.52,TRUE,TRUE,FALSE,FALSE,FALSE
ÎÚÒ©£¨Lindera Root£©£¨Lindera Root£©,MOL010913,260.31,2.5,0,4,77.09,0.72,0.45,0.25,0.29,-3.49,TRUE,TRUE,TRUE,FALSE,FALSE
ÎÚÒ©£¨Lindera Root£©,MOL010913,260.31,2.5,0,4,77.09,0.72,0.45,0.25,0.29,-3.49,TRUE,TRUE,TRUE,FALSE,FALSE
è×Êµ(Immature Orange Fruit),MOL013433,304.32,1.72,2,6,72.63,0.14,-0.55,0.29,0.26,-3.46,TRUE,TRUE,TRUE,FALSE,FALSE
ÈâÜÊÈØ£¨Desertliving Cistanche£©£¨Desertliving Cistanche£©,MOL008863,138.28,3.71,0,0,45.57,1.84,2.14,0.02,0.22,-3.45,TRUE,TRUE,FALSE,FALSE,FALSE
×Ï²Ý(Arnebia Root),MOL007733,276.41,3.62,2,3,31.91,0.56,0.32,0.14,0.29,-3.44,TRUE,TRUE,FALSE,FALSE,FALSE
ÜêÜØ£¨Long Pepper£©£¨Long Pepper£©,MOL001576,152.31,4.03,0,0,56.45,1.78,2.18,0.04,0.16,-3.41,TRUE,TRUE,FALSE,FALSE,FALSE
¹Ø»Æ°Ø(Amur CorkTree),MOL006393,486.56,1.05,1,9,30.74,-0.41,-1,0.55,0.31,-3.41,TRUE,FALSE,TRUE,FALSE,FALSE
°×ÏÊÆ¤(DenseFruit Pittany RootBark),MOL005096,245.25,2.08,1,5,32.27,1.07,0.63,0.17,0.17,-3.39,TRUE,TRUE,FALSE,FALSE,FALSE
Á½ÃæÕë£¨Shinyleaf Pricklyash Root£©£¨Shinyleaf Pricklyash Root£©,MOL005096,245.25,2.08,1,5,32.27,1.07,0.63,0.17,0.17,-3.39,TRUE,TRUE,FALSE,FALSE,FALSE
´¹Åè²Ý£¨Stringy Stonecrop Herb£©,MOL002077,141.24,0.42,1,2,53.86,0.92,1.03,0.02,0.24,-3.37,TRUE,TRUE,FALSE,FALSE,FALSE
Ê¯ÁñÆ¤£¨Pomegranate Rind£©£¨Pomegranate Rind£©,MOL002077,141.24,0.42,1,2,53.86,0.92,1.03,0.02,0.24,-3.37,TRUE,TRUE,FALSE,FALSE,FALSE
´¨Üº(Sichuan Lovage Rhizome),MOL002176,126.12,0.79,0,3,77.82,1.03,1.11,0.02,0.21,-3.37,TRUE,TRUE,FALSE,FALSE,FALSE
»Æ°Ø(Amur CorkTree),MOL002176,126.12,0.79,0,3,77.82,1.03,1.11,0.02,0.21,-3.37,TRUE,TRUE,FALSE,FALSE,FALSE
ÁéÖ¥£¨Ganoderma£©,MOL011261,204.39,4.65,0,0,40.41,1.83,2.16,0.07,0.26,-3.34,TRUE,TRUE,FALSE,FALSE,FALSE
Ì´Ïã£¨Sandalwood£©,MOL007586,81.13,1.13,0,0,46.53,1.8,2.1,0.01,0,-3.32,TRUE,TRUE,FALSE,FALSE,FALSE
³àÐ¡¶¹£¨Rice Bean£©£¨Rice Bean£©,MOL007856,98.11,0.33,1,2,87.08,0.8,0.89,0.01,0,-3.31,TRUE,TRUE,FALSE,FALSE,FALSE
»ªÉ½²Î£¨Funneled Physochlaina Root£©£¨Funneled Physochlaina Root£©,MOL007856,98.11,0.33,1,2,87.08,0.8,0.89,0.01,0,-3.31,TRUE,TRUE,FALSE,FALSE,FALSE
ºÚ¶¹£¨Semen Sojae Atricolor£©£¨Semen Sojae Atricolor£©,MOL007856,98.11,0.33,1,2,87.08,0.8,0.89,0.01,0,-3.31,TRUE,TRUE,FALSE,FALSE,FALSE
¼¦ÊºÌÙ£¨Chinese Fevervine Herb£©£¨Chinese Fevervine Herb£©,MOL007856,98.11,0.33,1,2,87.08,0.8,0.89,0.01,0,-3.31,TRUE,TRUE,FALSE,FALSE,FALSE
°×Þ±£¨Blackend Swallowwort Root£©,MOL006878,777.06,3.34,2,13,51.96,-0.34,-0.95,0.19,0.17,-3.3,TRUE,TRUE,TRUE,FALSE,FALSE
°×¸½×Ó£¨Prepared Common Monkshood Daughter Root£©£¨Typhonii Rhizoma£©£¨Typhonii Rhizoma£©,MOL008119,879.55,19.59,0,6,34.91,1.14,-0.57,0.14,0.22,-3.3,TRUE,TRUE,FALSE,FALSE,FALSE
Þ²ÜÓÈÊ£¨Coix Seed£©£¨Coix Seed£©,MOL008119,879.55,19.59,0,6,34.91,1.14,-0.57,0.14,0.22,-3.3,TRUE,TRUE,FALSE,FALSE,FALSE
°×¸½×Ó£¨Prepared Common Monkshood Daughter Root£©£¨Typhonii Rhizoma£©,MOL008119,879.55,19.59,0,6,34.91,1.14,-0.57,0.14,0.22,-3.3,TRUE,TRUE,FALSE,FALSE,FALSE
´óËâ£¨Garlic£©£¨Garlic£©,MOL008351,112.21,2.43,0,0,40.37,1.67,1.81,0.01,0.1,-3.27,TRUE,TRUE,FALSE,FALSE,FALSE
À³ÝÊ×Ó£¨Radish Seed£©£¨Radish Seed£©,MOL010683,128.24,2.22,1,1,53.98,1.09,1.2,0.02,0.17,-3.27,TRUE,TRUE,FALSE,FALSE,FALSE
°åÀ¶¸ù£¨Isatis Root£©,MOL001805,175.2,2.12,0,2,52.2,1.25,1.03,0.06,0.25,-3.26,TRUE,TRUE,FALSE,FALSE,FALSE
°×ÏÊÆ¤(DenseFruit Pittany RootBark),MOL006236,484.54,1.09,1,9,91.69,-0.19,-0.72,0.55,0.31,-3.24,TRUE,TRUE,TRUE,FALSE,FALSE
»¨½·£¨Pricklyash Peel£©,MOL013271,259.28,2.33,0,5,66.68,0.95,0.67,0.2,0.17,-3.19,TRUE,TRUE,TRUE,FALSE,FALSE
¹Ø»Æ°Ø(Amur CorkTree),MOL006411,470.56,1.61,0,8,81.58,0.14,-0.23,0.57,0.29,-3.17,TRUE,TRUE,TRUE,FALSE,FALSE
´óËâ£¨Garlic£©,MOL008374,112.21,2.46,0,0,84.37,1.71,1.91,0.01,0.15,-3.17,TRUE,TRUE,FALSE,FALSE,FALSE
ºìÜÎ£¨Hedysari Radix£©£¨Hedysari Radix£©,MOL011079,180.22,1.27,1,3,82.66,0.5,0.46,0.05,0.32,-3.14,TRUE,TRUE,FALSE,FALSE,FALSE
²ñºú£¨Chinese Thorowax Root£©£¨Chinese Thorowax Root£©,MOL004688,164.22,2.63,1,2,45.78,1.03,1.1,0.04,0.38,-3.13,TRUE,TRUE,FALSE,FALSE,FALSE
×ÏËÕ£¨Perilla Leaf£©£¨Perilla Leaf£©,MOL004688,164.22,2.63,1,2,45.78,1.03,1.1,0.04,0.38,-3.13,TRUE,TRUE,FALSE,FALSE,FALSE
Þ»±¾£¨Chinese Lovage£©£¨Chinese Lovage£©,MOL004688,164.22,2.63,1,2,45.78,1.03,1.1,0.04,0.38,-3.13,TRUE,TRUE,FALSE,FALSE,FALSE
Ýï±¾£¨Chinese Ligusticum£©,MOL004688,164.22,2.63,1,2,45.78,1.03,1.1,0.04,0.38,-3.13,TRUE,TRUE,FALSE,FALSE,FALSE
´Ð°×£¨Fistular Onion Stalk£©,MOL011641,126.22,1.99,0,1,61.94,1.52,1.91,0.02,0.24,-3.13,TRUE,TRUE,FALSE,FALSE,FALSE
Á¬Ç®²Ý£¨Longtube Groundivy Herb£©£¨Longtube Groundivy Herb£©,MOL013334,248.35,2.3,0,3,44.59,0.98,0.77,0.21,0.26,-3.1,TRUE,TRUE,TRUE,FALSE,FALSE
¹¦ÀÍÄ¾£¨Chinese Mahonia Stem£©£¨Chinese Mahonia Stem£©,MOL013009,166.34,4.29,0,0,45.24,1.79,2.15,0.05,0.18,-3.09,TRUE,TRUE,FALSE,FALSE,FALSE
É£Ò¶£¨Mulberry Leaf£©,MOL013009,166.34,4.29,0,0,45.24,1.79,2.15,0.05,0.18,-3.09,TRUE,TRUE,FALSE,FALSE,FALSE
±±ÎåÎ¶×Ó(Chinese Magnoliavine Fruit),MOL003997,96.09,0.69,0,2,50.96,1.04,1.21,0.01,0.19,-3.08,TRUE,TRUE,FALSE,FALSE,FALSE
²ñºú£¨Chinese Thorowax Root£©,MOL003997,96.09,0.69,0,2,50.96,1.04,1.21,0.01,0.19,-3.08,TRUE,TRUE,FALSE,FALSE,FALSE
Ä¾¹Ï£¨Common Floweringqince Fruit£©£¨Common Floweringqince Fruit£©,MOL003997,96.09,0.69,0,2,50.96,1.04,1.21,0.01,0.19,-3.08,TRUE,TRUE,FALSE,FALSE,FALSE
ÎâÜïÝÇ(Medicinal Evodia Fruit),MOL003997,96.09,0.69,0,2,50.96,1.04,1.21,0.01,0.19,-3.08,TRUE,TRUE,FALSE,FALSE,FALSE
¿àé¬×Ó£¨Chinaberry seed£©£¨Chinaberry seed£©,MOL010652,98.18,1.98,0,0,84.17,1.67,1.88,0.01,0.09,-3.04,TRUE,TRUE,FALSE,FALSE,FALSE
èÛè½×Ó£¨Barbary Wolfberry Fruit£©,MOL009609,204.39,4.7,0,0,39.54,1.85,2.06,0.08,0.24,-2.97,TRUE,TRUE,FALSE,FALSE,FALSE
·À·ç£¨Divaricate Saposhnikovia Root£©,MOL011746,246.23,2.17,0,5,43.14,0.87,0.54,0.17,0.17,-2.97,TRUE,TRUE,FALSE,FALSE,FALSE
ÎÚÒ©£¨Lindera Root£©,MOL010905,244.31,3.39,0,3,69.58,1.05,0.96,0.17,0.3,-2.96,TRUE,TRUE,FALSE,FALSE,FALSE
ÎÚÒ©£¨Lindera Root£©,MOL010905,244.31,3.39,0,3,69.58,1.05,0.96,0.17,0.3,-2.96,TRUE,TRUE,FALSE,FALSE,FALSE
³£É½£¨Antifeverile Dichroa Root£©£¨Antifeverile Dichroa Root£©,MOL008183,229.25,2.35,0,4,66.72,1.03,0.88,0.15,0.21,-2.94,TRUE,TRUE,FALSE,FALSE,FALSE
ÎÚÒ©£¨Lindera Root£©,MOL010915,232.3,3.26,0,3,73.26,1.09,1.18,0.14,0.26,-2.91,TRUE,TRUE,FALSE,FALSE,FALSE
ÎÚÒ©£¨Lindera Root£©,MOL010915,232.3,3.26,0,3,73.26,1.09,1.18,0.14,0.26,-2.91,TRUE,TRUE,FALSE,FALSE,FALSE
ÄÏÉ³²Î£¨Fourleaf Ladybell Root£©,MOL003454,184.26,1.63,0,3,47.12,1.21,1.5,0.04,0.14,-2.9,TRUE,TRUE,FALSE,FALSE,FALSE
²ñºú£¨Chinese Thorowax Root£©,MOL004662,125.19,1.97,0,2,41.41,1.1,1.31,0.02,0.41,-2.88,TRUE,TRUE,FALSE,FALSE,FALSE
´ó»Æ£¨Rhubarb£©£¨Rhubarb£©,MOL002279,176.24,1.28,4,2,42.99,0.59,-0.16,0.06,0.21,-2.87,TRUE,TRUE,FALSE,FALSE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©£¨Seabuckthorn Fruit£©,MOL002279,176.24,1.28,4,2,42.99,0.59,-0.16,0.06,0.21,-2.87,TRUE,TRUE,FALSE,FALSE,FALSE
ÎâÜïÝÇ(Medicinal Evodia Fruit),MOL004012,150.24,1.76,0,1,55.51,1.29,1.56,0.04,0.25,-2.84,TRUE,TRUE,FALSE,FALSE,FALSE
¸Ê²Ý£¨Liquorice Root£©,MOL004880,161.27,2.97,0,1,49.77,1.64,1.7,0.05,0,-2.84,TRUE,TRUE,FALSE,FALSE,FALSE
