,name,MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OBÖµ,Caco2Öµ,DLÖµ,HLÖµ,»ã×Ü
13290,½ð¹ûÀ¿,MOL006450,358.42,1.85,1,6,85.68,0.07,-0.23,0.6,0.3,-10.9,TRUE,TRUE,TRUE,FALSE,TRUE
12363,»ÆÒ©×Ó,MOL009794,418.53,2.1,1,7,55.62,-0.02,-0.51,0.7,0.25,-10.73,TRUE,TRUE,TRUE,FALSE,TRUE
9332,èÛè½×Ó,MOL003501,166.34,4.29,0,0,46.93,1.77,2.07,0.05,0.17,-10.61,TRUE,TRUE,FALSE,FALSE,TRUE
20255,ÄÏÉßÌÙ¹û,MOL003501,166.34,4.29,0,0,46.93,1.77,2.07,0.05,0.17,-10.61,TRUE,TRUE,FALSE,FALSE,TRUE
18135,Âí¶µÁå,MOL012384,166.31,3.81,0,0,38.14,1.74,1.79,0.02,0.16,-10.5,TRUE,TRUE,FALSE,FALSE,TRUE
25942,ÊìµØ»Æ,MOL003704,184.21,-0.53,3,4,54.91,-0.38,-0.88,0.06,0,-10.35,TRUE,TRUE,FALSE,FALSE,TRUE
30011,ÒæÄ¸²Ý,MOL001418,376.54,3.28,1,5,61.02,0.42,-0.04,0.38,0.24,-10.26,TRUE,TRUE,TRUE,FALSE,TRUE
5238,´Ð°×,MOL011637,"1,000.08",30.55,1,2,53.54,1.74,1.28,0.04,0.14,-9.83,TRUE,TRUE,FALSE,FALSE,TRUE
30841,ÓíÖÝÂ©Â«,MOL012825,250.36,2.73,2,2,92.88,0.39,-0.23,0.08,0.14,-9.63,TRUE,TRUE,FALSE,FALSE,TRUE
21639,Ç°ºú,MOL013082,157.23,2.79,0,1,42.66,1.67,1.68,0.05,0.39,-9.55,TRUE,TRUE,FALSE,FALSE,TRUE
12920,½µÏã,MOL002954,159.2,2.03,1,2,45.02,1.18,0.92,0.05,0.4,-9.36,TRUE,TRUE,FALSE,FALSE,TRUE
1453,°×ÏÊÆ¤,MOL006259,248.3,1.89,1,4,75.5,0.47,0.1,0.15,0.26,-8.52,TRUE,TRUE,FALSE,FALSE,TRUE
15807,À×¹«ÌÙ,MOL003210,569.66,2.57,0,11,30.18,-0.36,-0.65,0.82,0.3,-8,TRUE,TRUE,TRUE,FALSE,TRUE
1466,°×ÏÊÆ¤,MOL006273,262.33,2.21,1,4,76.17,0.55,0.08,0.17,0.25,-8,TRUE,TRUE,FALSE,FALSE,TRUE
2053,°åÀ¶¸ù,MOL001737,161.17,1.73,2,2,33.86,0.82,0.63,0.05,0.3,-7.7,TRUE,TRUE,FALSE,FALSE,TRUE
8239,¸Ê²Ý,MOL001737,161.17,1.73,2,2,33.86,0.82,0.63,0.05,0.3,-7.7,TRUE,TRUE,FALSE,FALSE,TRUE
1467,°×ÏÊÆ¤,MOL006274,262.33,2.09,1,4,96.52,0.46,-0.07,0.17,0.23,-7.57,TRUE,TRUE,FALSE,FALSE,TRUE
2406,°ëÖ¦Á«,MOL012264,150.19,1.19,1,2,32.53,0.99,0.82,0.03,0.4,-7.5,TRUE,TRUE,FALSE,FALSE,TRUE
22266,ÇàÝï,MOL007448,194.3,2.2,0,2,34.93,1.3,1.53,0.08,0.26,-7.49,TRUE,TRUE,FALSE,FALSE,TRUE
26319,Ì«×Ó²Î,MOL011383,191.2,1.9,1,3,47.27,0.96,0.93,0.06,0.13,-7.38,TRUE,TRUE,FALSE,FALSE,TRUE
15805,À×¹«ÌÙ,MOL003208,369.51,1.39,2,6,72.94,0.65,-0.16,0.44,0.26,-7.21,TRUE,TRUE,TRUE,FALSE,TRUE
18256,ÂíÇ®×Ó,MOL003319,151.15,0.52,1,3,41.89,0.05,0.04,0.03,0.11,-7.05,TRUE,TRUE,FALSE,FALSE,TRUE
13258,½ð·Ð²Ý,MOL003319,151.15,0.52,1,3,41.89,0.05,0.04,0.03,0.11,-7.05,TRUE,TRUE,FALSE,FALSE,TRUE
16115,Á¬ÇÌ,MOL003319,151.15,0.52,1,3,41.89,0.05,0.04,0.03,0.11,-7.05,TRUE,TRUE,FALSE,FALSE,TRUE
1452,°×ÏÊÆ¤,MOL006258,232.3,3,0,3,35.96,1.13,1.09,0.13,0.25,-6.99,TRUE,TRUE,FALSE,FALSE,TRUE
15055,¿àé¬Æ¤,MOL006258,232.3,3,0,3,35.96,1.13,1.09,0.13,0.25,-6.99,TRUE,TRUE,FALSE,FALSE,TRUE
9741,¹Ø»Æ°Ø,MOL006410,616.77,3.21,2,11,35.59,-0.7,-1.69,0.51,0.28,-6.96,TRUE,FALSE,TRUE,FALSE,TRUE
1465,°×ÏÊÆ¤,MOL006272,424.49,0.47,4,9,55.52,-0.88,-1.28,0.62,0.24,-6.45,TRUE,FALSE,TRUE,FALSE,TRUE
18432,ÂúÉ½ºì,MOL012426,190.36,4.55,0,0,46.93,1.82,2,0.07,0.25,-6.33,TRUE,TRUE,FALSE,FALSE,TRUE
1371,°×Þ±,MOL006896,925.19,1.17,5,18,46.4,-1.94,-2.73,0.07,0.17,-6.29,TRUE,FALSE,FALSE,FALSE,TRUE
11859,»Æ°Ø,MOL002636,512.7,3.96,0,7,34.21,0.19,-0.51,0.82,0.29,-6.27,TRUE,TRUE,TRUE,FALSE,TRUE
9806,¹áÖÚ,MOL002614,240.27,3.15,2,3,30.1,0.94,0.2,0.26,0.35,-6.1,TRUE,TRUE,TRUE,FALSE,TRUE
1392,°×Þ±,MOL006916,749,2.51,3,13,60.05,-0.75,-1.52,0.2,0.17,-6.08,TRUE,FALSE,TRUE,FALSE,TRUE
12357,»ÆÒ©×Ó,MOL009788,376.44,0.87,1,7,39.52,-0.01,-0.28,0.65,0.19,-6,TRUE,TRUE,TRUE,FALSE,TRUE
12358,»ÆÒ©×Ó,MOL009789,362.41,0.62,2,7,65.87,-0.31,-0.53,0.6,0.24,-6,TRUE,TRUE,TRUE,FALSE,TRUE
30278,ÒøÐÓÒ¶,MOL011579,232.35,3.51,0,2,38,1.21,1.29,0.1,0.24,-5.88,TRUE,TRUE,FALSE,FALSE,TRUE
1381,°×Þ±,MOL006905,941.19,0.44,6,19,44.72,-2.27,-3.46,0.07,0.18,-5.81,TRUE,FALSE,FALSE,FALSE,TRUE
23146,ÈýÀâ,MOL001299,194.2,1.12,2,4,32.52,0.32,0.01,0.06,0.1,-5.78,TRUE,TRUE,FALSE,FALSE,TRUE
16610,ÁèÏö»¨,MOL012353,136.16,1.79,0,2,58.76,1.15,1.29,0.02,0.21,-5.73,TRUE,TRUE,FALSE,FALSE,TRUE
1268,°×Êõ,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
2367,°ëÏÄ,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
9629,¹ÏÝä,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
21745,ÜÍÊµ,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
5943,µ¤²Î,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
20367,Å£Ýò×Ó,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
24599,É½Ò©,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
24846,É½ÜïÝÇ,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
26384,Ì´Ïã,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
26824,ÌìóÃ»Æ,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
27088,ÍÁÜòÜß,MOL000071,155.18,-1.01,4,4,53.18,-0.25,-0.4,0.03,0,-5.72,TRUE,TRUE,FALSE,FALSE,TRUE
1388,°×Þ±,MOL006912,364.43,1.06,3,7,42.34,-0.6,-1.21,0.39,0.25,-5.65,TRUE,FALSE,TRUE,FALSE,TRUE
12331,»ÆÒ©×Ó,MOL007939,344.39,1.22,0,6,43.01,0.38,0.46,0.7,0.24,-5.4,TRUE,TRUE,TRUE,FALSE,TRUE
17061,Â©Â«,MOL007939,344.39,1.22,0,6,43.01,0.38,0.46,0.7,0.24,-5.4,TRUE,TRUE,TRUE,FALSE,TRUE
16108,Á¬ÇÌ,MOL003312,197.23,0.78,0,4,30.96,-0.11,-0.39,0.06,0.07,-5.37,TRUE,TRUE,FALSE,FALSE,TRUE
1362,°×Þ±,MOL006887,344.44,1.85,2,5,47.35,0.06,-0.66,0.49,0.21,-5.33,TRUE,TRUE,TRUE,FALSE,TRUE
1394,°×Þ±,MOL006918,779.03,2.18,3,14,59.4,-1,-1.86,0.19,0.16,-5.3,TRUE,FALSE,TRUE,FALSE,TRUE
27619,ÎâÜïÝÇ,MOL003942,472.53,0.32,1,9,66.05,-0.58,-0.99,0.58,0.34,-4.99,TRUE,FALSE,TRUE,FALSE,TRUE
1374,°×Þ±,MOL006899,763.03,2.92,2,13,52.62,-0.6,-1.39,0.2,0.16,-4.87,TRUE,FALSE,TRUE,FALSE,TRUE
16373,ÁéÖ¥,MOL011155,190.36,4.44,0,0,44.8,1.85,2.1,0.07,0.25,-4.47,TRUE,TRUE,FALSE,FALSE,TRUE
1377,°×Þ±,MOL006901,955.22,0.76,6,19,39.55,-1.93,-2.88,0.06,0.19,-4.46,TRUE,FALSE,FALSE,FALSE,TRUE
1361,°×Þ±,MOL006886,939.17,1.05,5,19,41.93,-2.04,-3.04,0.07,0.19,-4.28,TRUE,FALSE,FALSE,FALSE,TRUE
1385,°×Þ±,MOL006909,791.04,2.75,2,14,56.49,-0.78,-1.47,0.18,0.18,-4.22,TRUE,FALSE,FALSE,FALSE,TRUE
17601,Âé»Æ,MOL010761,170.27,3.1,0,0,46.51,1.9,1.94,0.06,0.36,-4.03,TRUE,TRUE,FALSE,FALSE,TRUE
31359,Ü¾Ý´,MOL012152,230.23,2.17,0,4,35.6,1.25,1.09,0.15,0.22,-4,TRUE,TRUE,FALSE,FALSE,TRUE
1706,°×ÜÆ,MOL010530,138.28,4.03,0,0,39.71,1.83,1.97,0.01,0.3,-3.97,TRUE,TRUE,FALSE,FALSE,TRUE
5758,çéçé»¨,MOL010530,138.28,4.03,0,0,39.71,1.83,1.97,0.01,0.3,-3.97,TRUE,TRUE,FALSE,FALSE,TRUE
21664,Ç°ºú,MOL013107,216.2,2.19,0,4,42.99,0.96,0.54,0.13,0.23,-3.89,TRUE,TRUE,FALSE,FALSE,TRUE
7753,·À·ç,MOL004775,216.2,2.19,0,4,34.75,0.96,0.49,0.13,0.19,-3.86,TRUE,TRUE,FALSE,FALSE,TRUE
30844,ÓíÖÝÂ©Â«,MOL012828,334.49,4.78,1,3,42.46,0.59,-0.01,0.2,0.19,-3.73,TRUE,TRUE,TRUE,FALSE,TRUE
26639,ÌìÄÏÐÇ,MOL013148,148.17,2.17,0,2,48.17,1.66,1.85,0.03,0.02,-3.72,TRUE,TRUE,FALSE,FALSE,TRUE
20168,ÄÏÉ³²Î,MOL003455,196.32,3.12,1,2,45.9,1.11,1.14,0.06,0.35,-3.66,TRUE,TRUE,FALSE,FALSE,TRUE
1560,°×ÜÆ,MOL005806,304.32,1.72,2,6,39.99,0.05,-0.73,0.29,0.24,-3.66,TRUE,TRUE,TRUE,FALSE,TRUE
1510,°×ÜÆ,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
2722,±±É³²Î,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
32674,×Ï»¨Ç°ºú,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
14658,éÙºì,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
28865,ÏãÞ¸,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
24940,Éß´²×Ó,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
26346,Ì´Ïã,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
31376,Ü¾Ý´,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
26744,ÌìÉ½Ñ©Á«,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
32334,è×Êµ,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
11655,»¨½·,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
28964,Ð¡ÜîÏã,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
25508,Éú½ª,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
25672,Ê¯ÝÅÆÑ,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
7608,·À·ç,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
11777,»¯éÙºì,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
18081,Âí³ÝÜÈ,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
21671,Ç°ºú,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
21807,Ç¼»î,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
23848,É£Ò¶,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
24861,ÉÌÂ½,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
33955,Ýï±¾,MOL001945,216.2,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.6,TRUE,TRUE,FALSE,FALSE,TRUE
23262,ÈýÆß,MOL007492,112.24,3.45,0,0,47.59,1.79,2.15,0.01,0.2,-3.54,TRUE,TRUE,FALSE,FALSE,TRUE
9411,èÛè½×Ó,MOL009624,166.34,4.29,0,0,46.48,1.76,2.08,0.05,0.17,-3.54,TRUE,TRUE,FALSE,FALSE,TRUE
30034,ÒæÄ¸²Ý,MOL001441,145.19,-0.59,5,5,47.74,0.07,-0.28,0.02,0.27,-3.52,TRUE,TRUE,FALSE,FALSE,TRUE
5116,´¹Åè²Ý,MOL002082,143.26,0.63,2,2,41.44,0.78,0.69,0.02,0.19,-3.52,TRUE,TRUE,FALSE,FALSE,TRUE
26397,Ì´Ïã,MOL007585,95.16,1.48,0,0,48.13,1.83,2.17,0.01,0.08,-3.52,TRUE,TRUE,FALSE,FALSE,TRUE
27420,ÎÚÒ©,MOL010913,260.31,2.5,0,4,77.09,0.72,0.45,0.25,0.29,-3.49,TRUE,TRUE,TRUE,FALSE,TRUE
4238,ÎÚÒ©,MOL010913,260.31,2.5,0,4,77.09,0.72,0.45,0.25,0.29,-3.49,TRUE,TRUE,TRUE,FALSE,TRUE
32315,è×Êµ,MOL013433,304.32,1.72,2,6,72.63,0.14,-0.55,0.29,0.26,-3.46,TRUE,TRUE,TRUE,FALSE,TRUE
22790,ÈâÜÊÈØ,MOL008863,138.28,3.71,0,0,45.57,1.84,2.14,0.02,0.22,-3.45,TRUE,TRUE,FALSE,FALSE,TRUE
32613,×Ï²Ý,MOL007733,276.41,3.62,2,3,31.91,0.56,0.32,0.14,0.29,-3.44,TRUE,TRUE,FALSE,FALSE,TRUE
2906,ÜêÜØ,MOL001576,152.31,4.03,0,0,56.45,1.78,2.18,0.04,0.16,-3.41,TRUE,TRUE,FALSE,FALSE,TRUE
9724,¹Ø»Æ°Ø,MOL006393,486.56,1.05,1,9,30.74,-0.41,-1,0.55,0.31,-3.41,TRUE,FALSE,TRUE,FALSE,TRUE
1425,°×ÏÊÆ¤,MOL005096,245.25,2.08,1,5,32.27,1.07,0.63,0.17,0.17,-3.39,TRUE,TRUE,FALSE,FALSE,TRUE
16266,Á½ÃæÕë,MOL005096,245.25,2.08,1,5,32.27,1.07,0.63,0.17,0.17,-3.39,TRUE,TRUE,FALSE,FALSE,TRUE
5111,´¹Åè²Ý,MOL002077,141.24,0.42,1,2,53.86,0.92,1.03,0.02,0.24,-3.37,TRUE,TRUE,FALSE,FALSE,TRUE
25777,Ê¯ÁñÆ¤,MOL002077,141.24,0.42,1,2,53.86,0.92,1.03,0.02,0.24,-3.37,TRUE,TRUE,FALSE,FALSE,TRUE
4960,´¨Üº,MOL002176,126.12,0.79,0,3,77.82,1.03,1.11,0.02,0.21,-3.37,TRUE,TRUE,FALSE,FALSE,TRUE
11941,»Æ°Ø,MOL002176,126.12,0.79,0,3,77.82,1.03,1.11,0.02,0.21,-3.37,TRUE,TRUE,FALSE,FALSE,TRUE
16479,ÁéÖ¥,MOL011261,204.39,4.65,0,0,40.41,1.83,2.16,0.07,0.26,-3.34,TRUE,TRUE,FALSE,FALSE,TRUE
26398,Ì´Ïã,MOL007586,81.13,1.13,0,0,46.53,1.8,2.1,0.01,0,-3.32,TRUE,TRUE,FALSE,FALSE,TRUE
4496,³àÐ¡¶¹,MOL007856,98.11,0.33,1,2,87.08,0.8,0.89,0.01,0,-3.31,TRUE,TRUE,FALSE,FALSE,TRUE
11758,»ªÉ½²Î,MOL007856,98.11,0.33,1,2,87.08,0.8,0.89,0.01,0,-3.31,TRUE,TRUE,FALSE,FALSE,TRUE
10616,ºÚ¶¹,MOL007856,98.11,0.33,1,2,87.08,0.8,0.89,0.01,0,-3.31,TRUE,TRUE,FALSE,FALSE,TRUE
12591,¼¦ÊºÌÙ,MOL007856,98.11,0.33,1,2,87.08,0.8,0.89,0.01,0,-3.31,TRUE,TRUE,FALSE,FALSE,TRUE
1353,°×Þ±,MOL006878,777.06,3.34,2,13,51.96,-0.34,-0.95,0.19,0.17,-3.3,TRUE,TRUE,TRUE,FALSE,TRUE
787,°×¸½×Ó,MOL008119,879.55,19.59,0,6,34.91,1.14,-0.57,0.14,0.22,-3.3,TRUE,TRUE,FALSE,FALSE,TRUE
30122,Þ²ÜÓÈÊ,MOL008119,879.55,19.59,0,6,34.91,1.14,-0.57,0.14,0.22,-3.3,TRUE,TRUE,FALSE,FALSE,TRUE
7237,°×¸½×Ó,MOL008119,879.55,19.59,0,6,34.91,1.14,-0.57,0.14,0.22,-3.3,TRUE,TRUE,FALSE,FALSE,TRUE
5555,´óËâ,MOL008351,112.21,2.43,0,0,40.37,1.67,1.81,0.01,0.1,-3.27,TRUE,TRUE,FALSE,FALSE,TRUE
15672,À³ÝÊ×Ó,MOL010683,128.24,2.22,1,1,53.98,1.09,1.2,0.02,0.17,-3.27,TRUE,TRUE,FALSE,FALSE,TRUE
2121,°åÀ¶¸ù,MOL001805,175.2,2.12,0,2,52.2,1.25,1.03,0.06,0.25,-3.26,TRUE,TRUE,FALSE,FALSE,TRUE
1430,°×ÏÊÆ¤,MOL006236,484.54,1.09,1,9,91.69,-0.19,-0.72,0.55,0.31,-3.24,TRUE,TRUE,TRUE,FALSE,TRUE
11648,»¨½·,MOL013271,259.28,2.33,0,5,66.68,0.95,0.67,0.2,0.17,-3.19,TRUE,TRUE,TRUE,FALSE,TRUE
9742,¹Ø»Æ°Ø,MOL006411,470.56,1.61,0,8,81.58,0.14,-0.23,0.57,0.29,-3.17,TRUE,TRUE,TRUE,FALSE,TRUE
5578,´óËâ,MOL008374,112.21,2.46,0,0,84.37,1.71,1.91,0.01,0.15,-3.17,TRUE,TRUE,FALSE,FALSE,TRUE
11098,ºìÜÎ,MOL011079,180.22,1.27,1,3,82.66,0.5,0.46,0.05,0.32,-3.14,TRUE,TRUE,FALSE,FALSE,TRUE
3816,²ñºú,MOL004688,164.22,2.63,1,2,45.78,1.03,1.1,0.04,0.38,-3.13,TRUE,TRUE,FALSE,FALSE,TRUE
32729,×ÏËÕ,MOL004688,164.22,2.63,1,2,45.78,1.03,1.1,0.04,0.38,-3.13,TRUE,TRUE,FALSE,FALSE,TRUE
8944,Þ»±¾,MOL004688,164.22,2.63,1,2,45.78,1.03,1.1,0.04,0.38,-3.13,TRUE,TRUE,FALSE,FALSE,TRUE
33988,Ýï±¾,MOL004688,164.22,2.63,1,2,45.78,1.03,1.1,0.04,0.38,-3.13,TRUE,TRUE,FALSE,FALSE,TRUE
5242,´Ð°×,MOL011641,126.22,1.99,0,1,61.94,1.52,1.91,0.02,0.24,-3.13,TRUE,TRUE,FALSE,FALSE,TRUE
16002,Á¬Ç®²Ý,MOL013334,248.35,2.3,0,3,44.59,0.98,0.77,0.21,0.26,-3.1,TRUE,TRUE,TRUE,FALSE,TRUE
9113,¹¦ÀÍÄ¾,MOL013009,166.34,4.29,0,0,45.24,1.79,2.15,0.05,0.18,-3.09,TRUE,TRUE,FALSE,FALSE,TRUE
23942,É£Ò¶,MOL013009,166.34,4.29,0,0,45.24,1.79,2.15,0.05,0.18,-3.09,TRUE,TRUE,FALSE,FALSE,TRUE
2785,±±ÎåÎ¶×Ó,MOL003997,96.09,0.69,0,2,50.96,1.04,1.21,0.01,0.19,-3.08,TRUE,TRUE,FALSE,FALSE,TRUE
3932,²ñºú,MOL003997,96.09,0.69,0,2,50.96,1.04,1.21,0.01,0.19,-3.08,TRUE,TRUE,FALSE,FALSE,TRUE
19589,Ä¾¹Ï,MOL003997,96.09,0.69,0,2,50.96,1.04,1.21,0.01,0.19,-3.08,TRUE,TRUE,FALSE,FALSE,TRUE
27673,ÎâÜïÝÇ,MOL003997,96.09,0.69,0,2,50.96,1.04,1.21,0.01,0.19,-3.08,TRUE,TRUE,FALSE,FALSE,TRUE
15061,¿àé¬×Ó,MOL010652,98.18,1.98,0,0,84.17,1.67,1.88,0.01,0.09,-3.04,TRUE,TRUE,FALSE,FALSE,TRUE
9396,èÛè½×Ó,MOL009609,204.39,4.7,0,0,39.54,1.85,2.06,0.08,0.24,-2.97,TRUE,TRUE,FALSE,FALSE,TRUE
7621,·À·ç,MOL011746,246.23,2.17,0,5,43.14,0.87,0.54,0.17,0.17,-2.97,TRUE,TRUE,FALSE,FALSE,TRUE
4230,ÎÚÒ©,MOL010905,244.31,3.39,0,3,69.58,1.05,0.96,0.17,0.3,-2.96,TRUE,TRUE,FALSE,FALSE,TRUE
27412,ÎÚÒ©,MOL010905,244.31,3.39,0,3,69.58,1.05,0.96,0.17,0.3,-2.96,TRUE,TRUE,FALSE,FALSE,TRUE
4018,³£É½,MOL008183,229.25,2.35,0,4,66.72,1.03,0.88,0.15,0.21,-2.94,TRUE,TRUE,FALSE,FALSE,TRUE
4240,ÎÚÒ©,MOL010915,232.3,3.26,0,3,73.26,1.09,1.18,0.14,0.26,-2.91,TRUE,TRUE,FALSE,FALSE,TRUE
27422,ÎÚÒ©,MOL010915,232.3,3.26,0,3,73.26,1.09,1.18,0.14,0.26,-2.91,TRUE,TRUE,FALSE,FALSE,TRUE
20167,ÄÏÉ³²Î,MOL003454,184.26,1.63,0,3,47.12,1.21,1.5,0.04,0.14,-2.9,TRUE,TRUE,FALSE,FALSE,TRUE
3790,²ñºú,MOL004662,125.19,1.97,0,2,41.41,1.1,1.31,0.02,0.41,-2.88,TRUE,TRUE,FALSE,FALSE,TRUE
5415,´ó»Æ,MOL002279,176.24,1.28,4,2,42.99,0.59,-0.16,0.06,0.21,-2.87,TRUE,TRUE,FALSE,FALSE,TRUE
24092,É³¼¬,MOL002279,176.24,1.28,4,2,42.99,0.59,-0.16,0.06,0.21,-2.87,TRUE,TRUE,FALSE,FALSE,TRUE
27688,ÎâÜïÝÇ,MOL004012,150.24,1.76,0,1,55.51,1.29,1.56,0.04,0.25,-2.84,TRUE,TRUE,FALSE,FALSE,TRUE
8357,¸Ê²Ý,MOL004880,161.27,2.97,0,1,49.77,1.64,1.7,0.05,0,-2.84,TRUE,TRUE,FALSE,FALSE,TRUE
26629,ÌìÄÏÐÇ,MOL013139,156.21,-0.86,2,4,62.01,0.31,0.21,0.03,0.23,-2.83,TRUE,TRUE,FALSE,FALSE,TRUE
29084,Þ¯°×,MOL007624,84.15,1.49,0,0,31.22,1.61,1.87,0,0,-2.81,TRUE,TRUE,FALSE,FALSE,TRUE
32312,è×Êµ,MOL013430,286.3,2.49,0,5,43.6,0.8,0.29,0.29,0.27,-2.81,TRUE,TRUE,TRUE,FALSE,TRUE
1718,°×ÜÆ,MOL013430,286.3,2.49,0,5,43.6,0.8,0.29,0.29,0.27,-2.81,TRUE,TRUE,TRUE,FALSE,TRUE
4966,´¨Üº,MOL002183,170.26,1.25,2,3,77.6,0.93,0.78,0.03,0.36,-2.8,TRUE,TRUE,FALSE,FALSE,TRUE
30060,ÒæÖÇ,MOL002183,170.26,1.25,2,3,77.6,0.93,0.78,0.03,0.36,-2.8,TRUE,TRUE,FALSE,FALSE,TRUE
13888,¾£½æ,MOL011862,166.29,2.68,0,1,55.24,1.28,1.6,0.05,0.23,-2.78,TRUE,TRUE,FALSE,FALSE,TRUE
5109,´¹Åè²Ý,MOL002075,155.27,0.96,0,2,49.09,1,1.36,0.03,0.26,-2.77,TRUE,TRUE,FALSE,FALSE,TRUE
14068,¾°ÌìÈýÆß,MOL002075,155.27,0.96,0,2,49.09,1,1.36,0.03,0.26,-2.77,TRUE,TRUE,FALSE,FALSE,TRUE
27700,ÎâÜïÝÇ,MOL004024,218.33,2.5,1,2,63.78,1.66,1.36,0.09,0.18,-2.75,TRUE,TRUE,FALSE,FALSE,TRUE
1384,°×Þ±,MOL006908,775.04,3.3,1,13,48.14,-0.56,-1.23,0.19,0.17,-2.72,TRUE,FALSE,TRUE,FALSE,TRUE
30254,ÒøÐÓÒ¶,MOL011555,150.24,2.13,1,1,45.14,1.27,1.25,0.03,0.36,-2.72,TRUE,TRUE,FALSE,FALSE,TRUE
2935,ÜêÜØ,MOL001605,152.26,2.22,0,1,43.82,1.24,1.69,0.04,0.2,-2.7,TRUE,TRUE,FALSE,FALSE,TRUE
31321,Ü¾»¨,MOL005122,120.21,3.23,0,0,47.66,1.84,2.08,0.02,0.36,-2.68,TRUE,TRUE,FALSE,FALSE,TRUE
